Exported data
Parameter,Value,Time (s),HRR (kW/m²),EHC (MJ/kg),SEA (m²/kg),MLR (g/s),Specific MLR (g/s·m²),COY (kg/kg),CO2Y (kg/kg),THR (MJ/m²),MFR (g/s),k (1/m),V stack (l/s),V smoke (l/s),SPR (m²/s),RSR ((m²/s)/m²),TSP (m²),TSR (m²/m²),COP (g/s),CO2P (g/s),O2C (g/s),TOC (g),ARHE(kW/m²),Specimen mass (g)
,,990,14.0307836090502,5.00841426236751,-1.91832729595479,0.0247647500000075,2.80144230769316,0.105263739105834,0.508654791754096,97.3833757971333,25.3803217105123,-0.00195777566206441,24.1838282572922,24.2657505775797,-4.75068959025109E-05,-0.00537408324689037,11.5431239680169,1305.78325430055,0.00260683018302199,0.0125967087540961,0.0104814520638515,62.4773121464267,98.3670462597306,71.723753
,,991,15.074073218732,0,0,-0.15446058333334,-17.4729166666675,0,0,97.3979282255471,25.9742666809796,-0.00412766429346961,24.7457282529711,24.8288322684664,-0.000102485084403095,-0.0115933353397166,11.5431239680169,1305.78325430055,0.0026235943284185,0.0128155731234238,0.0110872321067483,62.488096488512,98.2824704596843,71.718125
,,992,15.2648943481592,0,0,-0.0378752500000038,-4.28453054298685,0,0,97.4130977093306,25.7307710712389,-0.0128563957771961,24.5133124458072,24.5960745268672,-0.000316216868682816,-0.0357711389912688,11.5431239680169,1305.78325430055,0.00256868085094523,0.0125843436725471,0.0111353853312851,62.4992077972311,98.1986872069865,71.958007
,,993,14.3621723533043,0.524264635239751,-1.08593810703801,0.24217083333334,27.3948906485679,0.0102133504359446,0.0501762396623621,97.4279112426813,24.9675042414367,-0.0110180977079794,23.7843924785119,23.8682341816019,-0.000262982536329825,-0.0297491556934191,11.5431239680169,1305.78325430055,0.00247337558619813,0.0121512217725676,0.0105433167901922,62.5100471482918,98.114714242378,71.758558
,,994,14.7316792631964,7.60115440405932,-14.5655957227123,0.0171326666666722,1.93808446455568,0.14712681348069,0.727602604042103,97.4424581684896,25.5984532077988,-0.0101971823674093,24.3868928425577,24.4722009793904,-0.000249547496318737,-0.0282293547871875,11.5431239680169,1305.78325430055,0.00252067465309433,0.0124657728808561,0.0108084737604475,62.5207230435671,98.0306420206133,71.592714
,,995,14.5790779230135,0,0,-0.0734669166666665,-8.31073717948716,0,0,97.4571135470827,25.6599239558431,-0.0123285398589945,24.4445823745546,24.53481783341,-0.000302478479592364,-0.0342170225783217,11.5431239680169,1305.78325430055,0.00252284156810352,0.012366601761461,0.0107108398248577,62.5314827003598,97.9468477860128,71.701831
,,996,14.4335074703451,0,0,-0.0532819166666686,-6.02736613876342,0,0,97.4716198397794,25.7933575342969,-0.0107604686344985,24.5717691144474,24.6664905179635,-0.000265422997541701,-0.0300252259662558,11.5431239680169,1305.78325430055,0.00252006841052778,0.0124389240878563,0.0106408835348078,62.5421585620396,97.8630721282925,71.709783
,,997,14.2763145427984,0,0,-0.0824395833333291,-9.32574472096483,0,0,97.4859747507859,25.5693551040244,-0.00565272848014302,24.3595339202,24.4536499063631,-0.000138229843269145,-0.0156368600983196,11.5431239680169,1305.78325430055,0.00246132601582819,0.0122426436455184,0.0105031609776933,62.5527305842959,97.7793126888525,71.813507
,,998,14.4218394768259,19.7031235569407,-34.3069001961087,0.00647049999999775,0.731957013574406,0.375831095180229,1.88473419873492,97.5003238277957,25.6351409062521,-0.00905367669504527,24.4238764618997,24.5185249259372,-0.000221982797718845,-0.025111176212539,11.5431239680169,1305.78325430055,0.00243181510136283,0.0121951726329101,0.010563303572728,62.5632638165711,97.6957152583124,71.846739
,,999,14.7410585430372,2.89373592946804,-7.33210586459188,0.0450320833333275,5.09412707390582,0.053156565523351,0.270302502192512,97.5149052768057,25.6508213225095,-0.0134601532713016,24.4371455417862,24.5301814658424,-0.00033018000230308,-0.0373506789935611,11.5431239680169,1305.78325430055,0.00239375088836102,0.0121722848039401,0.0107186565087154,62.5739047966118,97.6125177946003,71.808204
,,1000,14.0705492856009,0.635670479522624,-2.10672838599756,0.195673166666669,22.1349736048268,0.0120075881949923,0.0620589452192517,97.52931108072,25.5353774877642,-0.0168816452083484,24.3251395445147,24.4188412626303,-0.000412230214594703,-0.0466323772165953,11.5431239680169,1305.78325430055,0.00234956280614345,0.0121432703310443,0.0103320167511866,62.5844301332417,97.52931108072,71.745005
,,1001,13.7486396364449,0,0,-0.198942999999996,-22.5048642533932,0,0,97.543220675181,25.7802475182879,-0.0106697530253835,24.5573821515948,24.6534422975731,-0.000263046140540649,-0.0297563507398924,11.5431239680169,1305.78325430055,0.00233982955982303,0.0123184424525335,0.0101784375716149,62.5946853604031,97.4457749002807,71.54002
,,1002,13.6785428720721,0,0,-0.226257166666669,-25.5947021116141,0,0,97.5569342664353,25.9394935912398,-0.00789673225947239,24.7059898281329,24.8013213345984,-0.000195849394260464,-0.0221549088529936,11.5431239680169,1305.78325430055,0.00232362796680938,0.0122655274635017,0.0101251386925533,62.6048371485352,97.3622098467418,72.049345
,,1003,13.5483998191616,0.380062078874708,-0.63727350095422,0.315127083333329,35.6478601055802,0.00721396435850136,0.0380648653154603,97.5705477377809,25.6733832292781,-0.00818206166356642,24.4496988764165,24.5441977705394,-0.000200822139641323,-0.0227174366110093,11.5431239680169,1305.78325430055,0.00227331554756512,0.011995269984337,0.00999439380242667,62.6148969147827,97.278711602972,71.855608
,,1004,13.9111684179731,0.454791141639723,-1.13584699077368,0.270398249999998,30.5880373303166,0.00845948337182463,0.0447082395004619,97.5842775218994,26.0720534731238,-0.0123235032605286,24.8278906797801,24.9223805990857,-0.000307131038572966,-0.0347433301553129,11.5431239680169,1305.78325430055,0.00228742949964547,0.0120890297215057,0.0102101712089602,62.6249991972884,97.1954955397405,71.554623
,,1005,14.0782699662493,1.08877442069597,-1.87031598559474,0.114304583333332,12.930382730015,0.019667190170551,0.104482743750785,97.5982722410915,25.8096943169466,-0.00866502672770048,24.5775398049767,24.6722481249417,-0.000213785689435077,-0.0241839015198051,11.5431239680169,1305.78325430055,0.00224804997778224,0.0119428564899568,0.0102645385196119,62.6352365521527,97.1127086976035,71.363769
,,1006,14.2870326335444,0,0,-0.196701166666665,-22.2512631975865,0,0,97.6124548923914,26.1197469890745,-0.00511700843912142,24.8721249684805,24.9695240835414,-0.000127769265456327,-0.0144535368163266,11.5431239680169,1305.78325430055,0.00226365597773222,0.0121363508360136,0.0104125601603241,62.6455751014927,97.0302732528742,71.359412
,,1007,13.9307571167678,0,0,-0.13428025,-15.1900735294117,0,0,97.6265637872666,25.9420210212136,-0.00764619265969297,24.7016394799071,24.8013139475613,-0.000189635624656584,-0.0214519937394326,11.5431239680169,1305.78325430055,0.00221620068918244,0.0121779779486936,0.0102068431444891,62.6558848031451,96.9479282892419,71.665575
,,1008,13.6822692988046,0,0,-0.00940208333333814,-1.06358408748169,0,0,97.6403703004744,25.5994280632569,-0.016182803147557,24.3754271262558,24.4742926572173,-0.000396062660247446,-0.0448034683537835,11.5431239680169,1305.78325430055,0.00214174201422037,0.0118015193943908,0.00998626696500656,62.6659813581998,96.8654467266611,71.608657
,,1009,13.5251152070354,0,0,-0.179263583333328,-20.2786858974353,0,0,97.6539739927273,25.2182942574261,-0.00544944947240661,24.011302851944,24.1096960770041,-0.000131384570566713,-0.0148625079826599,11.5431239680169,1305.78325430055,0.00208056456402522,0.0114511802458111,0.00982482161721736,62.6758869024909,96.7829276439319,71.746366
,,1010,13.9973297555341,0,0,-0.0249989999999952,-2.82794117647004,0,0,97.6677352152086,25.7601651881453,-0.0036642386230998,24.525123719913,24.6240994608436,-9.02285763034742E-05,-0.0102068525230174,11.5431239680169,1305.78325430055,0.00209498412415855,0.0116387859852499,0.010114024080697,62.6858563253399,96.7007279358501,71.892915
,,1011,14.2098524723547,0.777598622377311,0.795044408450622,0.161542333333332,18.274019607843,0.0126945632134008,0.0711648454446388,97.6818388063225,25.4975848382518,0.00527045404299257,24.2725335093554,24.3685511337478,0.000128433328844732,0.0145286571091326,11.5431881846813,1305.79051862911,0.00205070936214024,0.0114961351844329,0.0101917492315585,62.696009211996,96.6190294820203,71.788476
,,1012,14.890407671062,3.17885141254799,0.40531302990781,0.0414084166666603,4.68421003016519,0.0490368954869669,0.27742071649537,97.6963889363943,25.4130128587897,0.000690942958895522,24.1918809480452,24.2905302192781,1.67833708228491E-05,0.00189857136005081,11.5432607930311,1305.79873224334,0.0020305402003638,0.0114875526206037,0.010553627023699,62.7063819001236,96.5379337316149,71.645549
,,1013,14.9057956452021,0,0,-0.0654682500000033,-7.40591063348454,0,0,97.7112870380524,25.5575424644762,-0.0106702881787404,24.3317813287004,24.4341756333724,-0.000260719695418039,-0.0294931782147103,11.5432691847165,1305.79968152902,0.00202338542713843,0.0116722833292165,0.0105866879867134,62.7169520576289,96.4573415972877,71.705946
,,1014,15.9773772121197,6.36768434589194,1.02136719761777,0.0221807499999992,2.50913461538453,0.0923402685369741,0.539490873490542,97.7267286244811,26.2110607079084,0.000903998952117286,24.954104717658,25.060527355147,2.26546904685595E-05,0.00256274779056103,11.5432805120618,1305.80096290292,0.00204817641135142,0.0119663121921749,0.0112222708892433,62.7278565370668,96.3774444028413,71.729576
,,1015,16.0735976285988,3.01028252208501,0.228431355575376,0.0472017499999957,5.33956447963752,0.0428003939383017,0.249326271713762,97.7427541119014,25.9627789922222,0.000434362062941449,24.7159651345653,24.8234379978126,1.0782359738029E-05,0.00121972395226573,11.5432972305869,1305.80285413879,0.00202025349457705,0.011768636345864,0.0112346659038397,62.7390850054634,96.2982799132034,71.675073
,,1016,16.2062716538696,0,0,-0.0566315833333254,-6.40628770738975,0,0,97.7588940465426,25.7262464461818,-0.000301446935834666,24.4894804808445,24.5968483117709,-7.41464455477342E-06,-0.000838760696241337,11.5433026217667,1305.80346400076,0.0019861838986718,0.0113620412010992,0.0112326646861197,62.7503186707583,96.2193839040774,71.664734
,,1017,15.9544310899466,0,0,-0.010475333333325,-1.18499245852092,0,0,97.7749743979146,26.1365802665342,-0.00824305598566229,24.876313724477,24.9889462147081,-0.000205985282670542,-0.023301502564541,11.5433026217667,1305.80346400076,0.00200369359307201,0.0114866204650338,0.0111195552033601,62.7614947807031,96.1405844620596,71.753631
,,1018,15.4345322104155,2.39389889081879,-2.43046389859251,0.0569954166666603,6.44744532428284,0.0345910249817299,0.200665423527526,97.7906688795647,25.8601445373328,-0.00560360031610974,24.6133537503639,24.7207678597831,-0.000138525302593556,-0.0156702830988185,11.5433026217667,1305.80346400076,0.00197152988176055,0.0114370094245432,0.0108172313344292,62.772463173972,96.061560785427,71.678461
,,1019,15.0403124433112,2.68329026884862,-0.697418270864792,0.0495497499999959,5.60517533936605,0.0390492370797889,0.230979700118351,97.8059063018916,25.638852103638,-0.0014103349709132,24.4017141398502,24.5026193631178,-3.45569009667798E-05,-0.00390915169307464,11.5433026217667,1305.80346400076,0.00193487993499411,0.0114449863959383,0.0105901477952701,62.7831668635368,95.9822436721213,71.659185
,,1020,14.9515552780767,0,0,-0.0212395833333285,-2.40266779788784,0,0,97.8209022357523,25.6605932059398,-0.00650055642054584,24.419863246727,24.5215805875225,-0.000159403918130152,-0.0180321174355375,11.5433026217667,1305.80346400076,0.00192291896869741,0.011428816603594,0.0105345210438258,62.7937291979564,95.9028453291689,71.593111
,,1021,14.8732014973874,1.6340741155311,-1.09585775175448,0.0804609166666665,9.1019136500754,0.0234621673341225,0.140057514567085,97.83581461414,25.4314979170149,-0.00362836682388276,24.1993968507455,24.301214161164,-8.81737192424375E-05,-0.00997440262923501,11.5433026217667,1305.80346400076,0.00188778749069022,0.0112691560081227,0.0104546560081808,62.8042237864824,95.8235206798629,71.665428
,,1022,14.6762427034381,0,0,-0.00786816666666823,-0.890064102564279,0,0,97.8505893362404,25.9611248151427,-0.0025641848800948,24.70226187873,24.8064936231782,-6.36084358767218E-05,-0.00719552442044364,11.5433026217667,1305.80346400076,0.00190721732302049,0.0111711362600188,0.0103378444612402,62.8146200367171,95.7442165716638,71.47353
,,1023,14.676749719591,0,0,-0.0335084166666597,-3.79054487179409,0,0,97.8652658324519,25.7762429980742,-0.0104921918306625,24.52714784753,24.6341404762375,-0.000258466127460172,-0.0292382497126891,11.5433026217667,1305.80346400076,0.00187869579204605,0.0110098936836749,0.0103031214912442,62.8249405196933,95.6649714882228,71.668068
,,1024,14.2308827940158,2.90211225561536,-1.07308418265604,0.0433480833333325,4.90362933634983,0.0421455971471355,0.25265450653271,97.8797196487087,25.3910274576123,-0.00191684202301042,24.1594492576313,24.2670715766137,-4.6516142573455E-05,-0.00526200707844514,11.5433026217667,1305.80346400076,0.00182693085726709,0.0109520886037219,0.0100326305559156,62.8351083957169,95.5856637194421,71.519813
,,1025,14.3037174062765,0,0,-0.131769750000006,-14.9060803167428,0,0,97.8939869488089,25.9327277072565,-0.00881747988461311,24.672671853632,24.7801671711818,-0.000218498625569246,-0.0247170390915437,11.5433026217667,1305.80346400076,0.0018348515297456,0.0112786612951471,0.0101228386625271,62.8451861303261,95.5063287305453,71.633591
,,1026,14.1768540784273,27.0311976388841,-35.6060214709646,0.00463625000000079,0.524462669683347,0.387981223643806,2.40166071002587,97.9082272345513,25.7946325678163,-0.00669835218728872,24.5385113541443,24.6446308628042,-0.000165078417044787,-0.0186740290774646,11.5433026217667,1305.80346400076,0.0017987779481189,0.0111346994668593,0.0100181751986523,62.8552566372567,95.4271220609661,71.717891
,,1027,14.1585370628157,0,0,-0.0850681666666624,-9.62309577677176,0,0,97.9223949301219,26.1335905974934,-0.0125942617689849,24.8590392881443,24.967145231149,-0.000314442762665355,-0.0355704482653116,11.5433026217667,1305.80346400076,0.0018003891765916,0.0111922122699666,0.0100161488712914,62.8652737992917,95.3479989582491,71.671455
,,1028,13.659673892915,0,0,-0.148952500000002,-16.8498303167424,0,0,97.9363040355997,25.7538861547441,-0.0054033164275993,24.4969053128287,24.6035134646611,-0.000132940568480264,-0.0150385258461837,11.5433026217667,1305.80346400076,0.00175716486586823,0.0110056155988745,0.00970053637625651,62.8751321419155,95.2687782447468,71.87836
,,1029,13.7138153277721,1.30877665548709,-2.92070332067331,0.0926285833333319,10.4783465309199,0.0187669626540916,0.116853764763673,97.9499907802101,25.6432103615523,-0.0110424267159468,24.3925025923138,24.5001047224728,-0.000270540610930927,-0.0306041415080235,11.5433026217667,1305.80346400076,0.00173835716411805,0.0108239986872254,0.00969544385225337,62.8848301320297,95.1894954132265,71.896525
,,1030,13.3051660587981,0.7259386436971,-1.3209900873057,0.162021500000008,18.3282239819013,0.010473602073598,0.0654128248865506,97.9635002709034,25.2524177679913,-0.00887020792027299,24.0214137965634,24.1289491017729,-0.00021402879543041,-0.0242114021980102,11.5433026217667,1305.80346400076,0.00169694871836754,0.0105982840073567,0.0094237891627754,62.8943897485372,95.1101944377703,71.731021
,,1031,13.2849675912899,0.804185164668983,-1.69842049561314,0.146034916666665,16.5197869532426,0.0116255568618644,0.0742341801228016,97.9767953377284,25.6305002902717,-0.0101283870906458,24.37917874437,24.4884692223989,-0.000248028695541821,-0.0280575447445498,11.5433026217667,1305.80346400076,0.00169773722752594,0.0108407823080515,0.00944840503350708,62.9038258456354,95.0308393188442,71.604286
