Exported data
Parameter,Value,Time (s),HRR (kW/m²),EHC (MJ/kg),SEA (m²/kg),MLR (g/s),Specific MLR (g/s·m²),COY (kg/kg),CO2Y (kg/kg),THR (MJ/m²),MFR (g/s),k (1/m),V stack (l/s),V smoke (l/s),SPR (m²/s),RSR ((m²/s)/m²),TSP (m²),TSR (m²/m²),COP (g/s),CO2P (g/s),O2C (g/s),TOC (g),ARHE(kW/m²),Specimen mass (g)
,,1074,11.3280804890861,0,0,-0.0484980833333376,-5.48620852187077,0,0,98.5372015386314,25.7398127268584,-0.00618977038791704,24.4344708388649,24.5487459655541,-0.000151951100838085,-0.0171890385563444,11.5436090402638,1305.83812672667,0.000930543768408749,0.00947500725956749,0.00787151396225389,63.2941941660467,91.7478599056158,71.578465
,,1075,11.9445550898181,4.50289419716078,2.48607128108336,0.0234493333333414,2.65263951734631,0.0404430934949977,0.414501800214037,98.5488378564208,26.4183800977884,0.00231463015850422,25.0719687808175,25.1861896581541,5.82967141605706E-05,0.00659465092314147,11.5436381886208,1305.84142405213,0.00094836358039569,0.00971979088048901,0.00824875698232211,63.302254301519,91.6733375408566,71.501589
,,1076,12.450312541835,0,0,-0.130268083333331,-14.73620852187,0,0,98.5610352902367,25.9531435651023,-0.00621941941192472,24.6322066085785,24.7507356048693,-0.00015393520548034,-0.0174134847828439,11.5436673369779,1305.84472137759,0.000937216989905605,0.00962391365056756,0.0085072475563768,63.3106323037883,91.5994751767999,71.57459
,,1077,12.3508906410347,0.452215887203722,-0.289265508808449,0.241437499999995,27.3119343891397,0.00384486065548742,0.0394464368629986,98.5734358918281,25.7981328150646,-0.00283770148103077,24.489614209219,24.6113066331311,-6.98395412829384E-05,-0.00790040059761747,11.5436673369779,1305.84472137759,0.000928293544509226,0.00952384910011004,0.00843499127556652,63.3191034232043,91.5259386182248,71.648007
,,1078,12.3216048877441,0.519091839171034,-1.03902705219412,0.209833750000006,23.736849547512,0.00442748250631776,0.045004555267635,98.5857721395925,25.9591199492342,-0.00880386893899147,24.6441263543969,24.7644466568263,-0.000218022942713344,-0.0246632288137267,11.5436673369779,1305.84472137759,0.000929035257360081,0.00944347459889039,0.00840641506387123,63.327524126374,91.4524787936851,71.186592
,,1079,12.2981009975169,0,0,-0.0684095000000002,-7.73863122171948,0,0,98.5980819925351,25.7003424901116,-0.00871310300666051,24.3980210033909,24.5159775898469,-0.000213610238049317,-0.024164054077977,11.5436673369779,1305.84472137759,0.000916453462641186,0.00922581427185574,0.0083566133640938,63.335905640588,91.379130669634,71.294855
,,1080,13.3335803156274,0,0,-0.0842821666666763,-9.53418174962401,0,0,98.6108978331917,25.8006816714738,-0.0134369491104571,24.4902074867192,24.6085515469514,-0.000330663854818447,-0.0374054134410008,11.5436673369779,1305.84472137759,0.000919225541367111,0.00920150968539598,0.00891770436526889,63.3445427994527,91.3063868825849,71.267379
,,1081,14.0279077011241,0,0,-0.201320416666668,-22.7738027903471,0,0,98.6245785772001,26.2005456103437,-0.00957111491673091,24.8687970512198,24.9879366536559,-0.000239162413244133,-0.0270545716339517,11.5436673369779,1305.84472137759,0.000936319897195604,0.00933010657614416,0.00932060322572795,63.3536619532482,91.2345777772434,71.473389
,,1082,12.6110918180384,0,0,-0.0431953333333261,-4.88634992458441,0,0,98.6378980769597,25.4326013289918,-0.00683399801031745,24.1393825718652,24.2564703581271,-0.000165768670164765,-0.0187521120095888,11.5436673369779,1305.84472137759,0.000917730550767319,0.00913638715650886,0.00851515060027823,63.3625798301612,91.1625675387797,71.603478
,,1083,12.1993921072083,1.71699776137184,-2.22578300285607,0.0628088333333399,7.10507164404298,0.0146889178022233,0.152019348847129,98.6503033189223,25.6495893239226,-0.00571331719089833,24.3480966901628,24.4689431711014,-0.000139798833662568,-0.0158143476993855,11.5436673369779,1305.84472137759,0.000922593790086971,0.00954815794518221,0.00835454033720682,63.3710146756299,91.0898460931877,71.567802
,,1084,12.0860419018131,1.33314407679764,-1.52678029144164,0.0801418333333264,9.06581825037629,0.0112300274069336,0.119207738885362,98.6624460359268,25.6239935429906,-0.00500404792165574,24.3277174587885,24.4519983759142,-0.000122358971653323,-0.0138415126304664,11.5436673369779,1305.84472137759,0.000899994984775161,0.00955352674179335,0.00828480542997898,63.3793343485135,91.0170166383089,71.504339
,,1085,12.1944038249956,28.0165978895687,-39.2060391453086,0.00384766666666181,0.435256410255861,0.232477924387483,2.46313868695215,98.6745862587902,25.6489037200091,-0.00616294496623055,24.3519484477049,24.4772216493615,-0.000150851769951242,-0.0170646798587378,11.5436673369779,1305.84472137759,0.000894497560400441,0.00947733662115092,0.00832996692242037,63.3876417346897,90.9443191325255,71.433983
,,1086,12.2262547117837,0,0,-0.0695611666666617,-7.8689102564097,0,0,98.6867965880586,25.1871769747006,-0.00647464306432964,23.9132126734307,24.03623073045,-0.000155626014591535,-0.0176047527818478,11.5436673369779,1305.84472137759,0.000866284062170563,0.00926026866914442,0.00830510599218134,63.395959271147,90.8718200626691,71.494628
,,1087,12.4883934580101,0,0,-0.00363058333333773,-0.410699472097028,0,0,98.6991539121435,25.2779794045275,0.00370068452116498,23.9987781803514,24.1242437440093,8.92762154082665E-05,0.0100991193900754,11.5437119750856,1305.84977093729,0.000861841051188534,0.00931604993370967,0.00845426857114731,63.4043389584287,90.7995896155874,71.536286
,,1088,12.6256555784443,0.934541363174594,-1.04946486088769,0.119428416666664,13.5100018853692,0.00739618654087407,0.0813400305191158,98.7117109366617,26.0563668839543,-0.00504057405107619,24.7365208927036,24.8654072756569,-0.000125335926683117,-0.0141782722492214,11.5437566131933,1305.85482049698,0.000883314847947879,0.0097143110565161,0.00859483792771565,63.4128635116781,90.7276754932553,71.488029
,,1089,12.3442003037184,1.3238845757096,-2.60176643719759,0.0824261666666679,9.32422699849185,0.0104329367980061,0.114859104115113,98.7241958646028,25.8382829369134,-0.00869835266676275,24.5295568176477,24.6545112846067,-0.000214453633980191,-0.0242594608574877,11.5437566131933,1305.85482049698,0.000859946987335264,0.00946739565897646,0.00839563346722443,63.4213587473756,90.655827240223,71.337624
,,1090,12.423212137129,0,0,-0.0215668333333288,-2.43968702865711,0,0,98.7365795708232,26.0978002355191,-0.00403527678038053,24.7751904619568,24.8989614859955,-0.000100474201140027,-0.0113658598574691,11.5437566131933,1305.85482049698,0.000855611418542387,0.00945777367094283,0.00843440504040117,63.4297737666294,90.5840179548837,71.338473
,,1091,12.3886794245502,0.874938076412299,-1.12791908019915,0.12516991666667,14.1594928355961,0.00660917865711473,0.073791026169775,98.7489855166041,25.7773197402384,-0.00574103089513031,24.4681781315773,24.5916700073897,-0.000141181537275274,-0.015970762135212,11.5437566131933,1305.85482049698,0.000827270341746184,0.0092364165964188,0.00837207970529395,63.4381770090022,90.5123606934959,71.328952
,,1092,12.7179287378281,0,0,-0.0469502500000078,-5.31111425339454,0,0,98.7615388206852,25.9015533676895,-0.00438087177639081,24.5862490344201,24.708869328607,-0.000108246388268223,-0.0122450665461791,11.5437566131933,1305.85482049698,0.000812695972100544,0.00921634138807823,0.00854212066748302,63.4466341091886,90.4409696160121,71.159851
,,1093,12.8836677616214,0,0,-0.174306583333332,-19.7179392911009,0,0,98.774339618935,25.8523538025757,-0.00795624038596551,24.5378643093287,24.6621548413512,-0.000196218032353693,-0.0221966099947617,11.5437566131933,1305.85482049698,0.000799596560744029,0.00923622075684875,0.00863048305331499,63.455220411049,90.3699356074428,71.410687
,,1094,12.5982264988091,2.82819832433983,-6.69329281894197,0.0393778333333354,4.45450603318273,0.0198126941504484,0.237023970162087,98.7870805660652,25.8015235074777,-0.0107107475524733,24.4851622221861,24.6077472916113,-0.000263567369075507,-0.0298153132438357,11.5437566131933,1305.85482049698,0.000780180968140708,0.00933349039304812,0.00848234193135936,63.4637768235414,90.2989767514307,71.42895
,,1095,12.1721280825658,0,0,-0.0295767500000016,-3.3457861990952,0,0,98.7994657433559,25.2734470029109,0.00208907617364071,23.9810220354905,24.1001679038282,5.03470865486281E-05,0.00569537178151901,11.5437817867366,1305.85766818287,0.000724976875318831,0.00917794006116993,0.00820700270585161,63.47212149586,90.227822596672,71.390065
,,1096,12.4490455981783,4.2478561431221,-7.46897582655313,0.025907083333338,2.93066553544547,0.0274144339872554,0.359302549403095,98.8117763301962,25.8968208967065,-0.00783630014565531,24.5707582680437,24.692696241412,-0.000193499379153199,-0.0218890700399546,11.5438069602799,1305.86051586876,0.000710228025844119,0.00930848108926677,0.00836927710194451,63.4804096357639,90.1567302282812,71.467409
,,1097,12.7045215228452,0,0,-0.0315039999999994,-3.56380090497731,0,0,98.8243531137567,26.1110160213612,-0.00194833244554928,24.7725067883534,24.8902781828163,-4.84945365623283E-05,-0.00548580730343081,11.5438069602799,1305.86051586876,0.000693928887673262,0.00932685105529285,0.00850391809511552,63.4888462333624,90.0860101310454,71.363438
,,1098,13.4126974239313,0,0,-0.106700083333328,-12.0701451734534,0,0,98.8374117232301,25.7072910802193,-0.00153046937370282,24.3864206195468,24.5044090978723,-3.75032476449783E-05,-0.00424244882861745,11.5438069602799,1305.86051586876,0.000655722806151644,0.00914880454247118,0.00884928390716404,63.4975228343636,90.01585767143,71.526819
,,1099,14.0650359190886,0.564531316444867,-1.00451412943057,0.220244500000003,24.9145361990954,0.0029367070186559,0.042236014470145,98.8511505899016,26.1066120580463,-0.00888960979086552,24.7652979400383,24.8873367205282,-0.000221238712179374,-0.0250270036402007,11.5438069602799,1305.86051586876,0.000646793568970369,0.00930224988896999,0.00922283313628257,63.5065588928853,89.9464518561434,71.487297
,,1100,13.7171993120528,0.770184984183442,-2.37571550780617,0.157442749999999,17.810265837104,0.00400195136749808,0.0609128490565965,98.8650417075172,25.9525353797319,-0.0151199163464907,24.6184761274597,24.7381780556915,-0.000374039182766648,-0.0423121247473584,11.5438069602799,1305.86051586876,0.000630078228665154,0.0095902864658054,0.00907122156827566,63.5157059202376,89.8773106431975,71.17788
,,1101,13.4407216395956,0,0,-0.0416464166666692,-4.71113310708928,0,0,98.878620667993,25.8145975361697,-0.00311923307908988,24.4852168023094,24.6034785100547,-7.67439840292395E-05,-0.00868144615715379,11.5438069602799,1305.86051586876,0.000601691941119812,0.00968477846180175,0.00892436518214268,63.5247037136128,89.8080115058974,71.21486
,,1102,13.6427452376497,0,0,-0.141513500000001,-16.0083144796381,0,0,98.8921624014317,26.2328466524631,0.00124245278702204,24.879847525583,24.9995053855027,3.10607051403903E-05,0.00351365442764596,11.5438224906324,1305.86227269598,0.000600881789619831,0.00975929455703147,0.00904367685086788,63.5336877346293,89.738804357016,71.236636
,,1103,14.068997166092,0,0,-0.0932544999999969,-10.5491515837101,0,0,98.9060182726335,26.0038614610975,-0.00552226253819317,24.6625989679796,24.7820958665455,-0.000136853239621736,-0.0154811357038163,11.543838020985,1305.86402952319,0.000578709566754127,0.00937024143167508,0.00920893120096539,63.5428140386552,89.6700075001211,71.457588
,,1104,14.0163656956323,0,0,-0.0847813333333356,-9.59064856711941,0,0,98.9200609540644,25.6682672236091,-0.00241377824316287,24.3456226514714,24.4659757164262,-5.90554398820607E-05,-0.0066804796246675,11.543838020985,1305.86402952319,0.00057138994024317,0.00914805680249315,0.00914498411878696,63.5519909963151,89.6015044873772,71.421542
,,1105,14.0456869640579,0.76322273345782,-0.133700990599978,0.162683666666664,18.4031297134235,0.00360660798758102,0.0573603617209669,98.9340919803942,26.0253628000526,-0.000876830799549926,24.6858651156055,24.8063450769912,-2.17509673877695E-05,-0.00246051667282461,11.543838020985,1305.86402952319,0.000586736211648958,0.00933159396609304,0.00919342241809757,63.5611601995835,89.5331149143839,71.575054
,,1106,13.7385992155882,0.637002600122704,0.319564612427067,0.190657333333341,21.5675716440431,0.00298119156427533,0.0493388460022017,98.9479841234841,25.9280213823292,0.00246551582192952,24.5908909091377,24.7118011943502,6.09273368330473E-05,0.00689223267342164,11.5438684846534,1305.86747563953,0.000568386033800587,0.00940681280852416,0.0090307363358963,63.5702722789605,89.4647234389548,71.158988
,,1107,13.5561851087599,0,0,-0.289314166666662,-32.7278469079935,0,0,98.9616315156462,25.8199244022662,-0.0116130884806366,24.4862484989579,24.6106024390569,-0.000285805103686538,-0.0323308940821875,11.5438989483218,1305.87092175586,0.000545363536198099,0.00933850287243082,0.00891233735244622,63.5792438158047,89.3962344314781,71.30936
,,1108,13.4949568733592,0,0,-0.102139833333335,-11.5542797888388,0,0,98.9751570866373,25.6658081218081,-0.0127458429957505,24.3400927828436,24.4642131580544,-0.000311817019927133,-0.0352734185437934,11.5438989483218,1305.87092175586,0.000529809452641696,0.00921070678173816,0.00885405072564873,63.5881270098437,89.3277591034633,71.583878
,,1109,13.2175895238438,1.2374560897399,-1.5555341359482,0.0944223333333293,10.6812594268472,0.00570124378253344,0.0959606399301717,98.9885133598359,26.127893055712,-0.00589734866848692,24.7783836336755,24.9056264013567,-0.000146877162695874,-0.0166150636533794,11.5438989483218,1305.87092175586,0.000538324740848944,0.00906082753036626,0.00868151859368631,63.5968947945034,89.2592546076068,71.502404
,,1110,13.1674300067539,0,0,-0.0741250000000081,-8.38518099547603,0,0,99.0017058696012,25.8292247219022,-0.000763282660911361,24.4943371023621,24.623855124063,-1.87949616609907E-05,-0.00212612688472745,11.5438989483218,1305.87092175586,0.000537431755123195,0.00889703897967028,0.00863017829974685,63.6055506429501,89.1907260086497,71.477662
,,1111,13.1521426041534,0,0,-0.0841556666666676,-9.5198717948719,0,0,99.0148656559066,26.1178626310134,-0.00376299420028239,24.7679099324586,24.8976921003618,-9.36898709740781E-05,-0.0105984016939002,11.5438989483218,1305.87092175586,0.00054977983879978,0.00904590352653304,0.00864815035747552,63.6141898072787,89.1222913194479,71.5927
,,1112,12.8066645426394,0.190752723086885,-0.185932807201336,0.593495666666662,67.1375188536948,0.000915146001429933,0.0153832682474054,99.02784505948,25.9747595517877,-0.00445578765002266,24.6331594971822,24.765613631655,-0.000110350315365161,-0.0124830673490001,11.5438989483218,1305.87092175586,0.000543135186215988,0.00912990304400594,0.00847070484734192,63.6227492348811,89.0538174995324,71.416746
